procedure_name_en,property_type_id,property_type_en,property_sub_type_id,property_sub_type_en,property_usage_en,reg_type_id,reg_type_en,area_id,area_name_en,building_name_en,project_number,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,instance_year,instance_month,instance_day,meter_sale_price,procedure_area_clipped
Sell,2,Building,60.0,Unknown,Residential,1,Existing Properties,230,Abu Hail,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Abu Baker Al Siddique Metro Station,Unknown,Unknown,0,422.24,1.0,2.0,0.0,2013.0,7.0,29.0,7104.96,422.24
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Marina Quay West,1456.0,MARINA QUAYS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,73.21,2.0,2.0,2.0,2024.0,12.0,18.0,22059.83,73.21
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 6,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,123.8,1.0,1.0,0.0,2025.0,2.0,28.0,21001.62,123.8
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,VENETIAN,323.0,CANAL RESIDENCE WEST (PHASE 1),Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,75.54,2.0,0.0,0.0,2015.0,6.0,22.0,10785.23,75.54
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,CAYAN TOWER,130.0,CAYAN TOWER,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,127.86,1.0,1.0,0.0,2020.0,10.0,19.0,10949.48,127.86
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 7,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,4 B/R,1,335.33,1.0,1.0,0.0,2015.0,6.0,22.0,4622.31,335.33
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,U-11,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,1.0,1.0,0.0,2015.0,6.0,22.0,8888.89,45.0
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,City Center Residences,2359.0,City Center Residences,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,100.24,1.0,2.0,0.0,2015.0,6.0,22.0,25438.95,100.24
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,Azizi Grand,2036.0,Azizi Grand,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,35.58,1.0,1.0,0.0,2015.0,6.0,22.0,15356.94,35.58
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,Antalya by Karma,3775.0,Antalya By Karma,Dubai Sports City,Sports City Swimming Academy,Dubai Internet City,Marina Mall,Studio,1,38.58,1.0,1.0,0.0,2025.0,9.0,19.0,19105.94,38.58
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,CAYAN TOWER,130.0,CAYAN TOWER,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,1 B/R,1,81.29,1.0,1.0,0.0,2015.0,6.0,22.0,10861.11,81.29
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,AURORA W1,1046.0,Unknown,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,3 B/R,1,275.18,1.0,1.0,0.0,2015.0,6.0,22.0,19986.92,275.18
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,414,Al Barshaa South Second,BELLA ROSE,2099.0,BELLA ROSE,Dubai Science Park,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,74.09,1.0,2.0,0.0,2015.0,6.0,22.0,11195.63,74.09
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,ALNAKHEEL 4,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,133.92,2.0,2.0,0.0,2015.0,6.0,22.0,15681.0,133.92
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1046.0,Unknown,Meadows 1,Sports City Swimming Academy,Damac Properties,Marina Mall,Unknown,0,1260.42,1.0,1.0,0.0,2015.0,6.0,22.0,3177.51,1260.42
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,232,Mirdif,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,940.64,1.0,1.0,0.0,2003.0,8.0,25.0,861.12,940.64
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,REEHAN 5,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,86.68,1.0,1.0,0.0,2011.0,1.0,18.0,21458.24,86.68
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA DIAMOND 5 (A),1046.0,Unknown,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,1 B/R,1,71.42,1.0,1.0,0.0,2015.0,6.0,22.0,12601.51,71.42
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,350,Al Thanyah Fifth,Unknown,1046.0,Unknown,Jumeirah Islands,Sports City Swimming Academy,Damac Properties,Marina Mall,Unknown,0,933.0,1.0,1.0,0.0,2013.0,5.0,20.0,7395.5,933.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,ROYALE RESIDENCE 1,477.0,ROYALE RESIDENCE1,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,65.81,1.0,1.0,0.0,2015.0,6.0,22.0,7590.03,65.81
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,LAKE TERRACE,438.0,LAKE TERRACE,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Studio,0,48.03,1.0,1.0,0.0,2012.0,8.0,14.0,6206.12,48.03
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,ZUMURUD,1271.0,ZUMURUD DUBAI MARINA,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,1 B/R,1,62.86,1.0,1.0,0.0,2015.0,6.0,22.0,13853.79,62.86
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,IRIS BLUE,1046.0,Unknown,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,1 B/R,1,68.38,1.0,1.0,0.0,2018.0,1.0,16.0,21205.03,68.38
Sell,3,Unit,112.0,Hotel Rooms,Hospitality ,1,Existing Properties,330,Marsa Dubai,TFG MARINA,1318.0,TFG MARINA,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,Studio,1,45.66,1.0,3.0,0.0,2017.0,3.0,29.0,28160.97,45.66
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1051.0,Emirates Living - Springs 12,Springs - 2,Sports City Swimming Academy,Damac Properties,Marina Mall,2 B/R,0,172.59,1.0,1.0,0.0,2009.0,6.0,25.0,5678.2,172.59
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,LINKS WEST T1,1046.0,Unknown,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,2 B/R,0,122.17,1.0,2.0,0.0,2009.0,5.0,26.0,11106.56,122.17
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,SOUTHERN,1046.0,Unknown,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,1 B/R,1,174.9,1.0,1.0,0.0,2016.0,7.0,27.0,10291.6,174.9
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,526,Business Bay,LOFTS T WEST,1046.0,Unknown,DownTown Dubai,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,125.98,1.0,1.0,0.0,2015.0,6.0,22.0,11906.65,125.98
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Marina Quay North,1456.0,MARINA QUAYS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,3 B/R,1,179.12,1.0,2.0,0.0,2010.0,7.0,22.0,16457.62,179.12
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,409,Al Barshaa South Third,Marquis Insignia,2880.0,Marquis Insignia,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,77.88,1.0,2.0,0.0,2015.0,6.0,22.0,16055.44,77.88
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1046.0,Unknown,Meadows 9,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Unknown,0,698.07,1.0,2.0,0.0,2025.0,9.0,19.0,19912.04,698.07
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,ELITE RESIDENCES 2,333.0,ELITE II SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Dubai Internet City,Marina Mall,Studio,1,37.48,1.0,1.0,0.0,2013.0,8.0,26.0,7070.44,37.48
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,409,Al Barshaa South Third,Marquis Insignia,2880.0,Marquis Insignia,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,78.2,1.0,1.0,0.0,2024.0,5.0,22.0,16058.84,78.2
Sell,1,Land,60.0,Unknown,Commercial,1,Existing Properties,334,Al Jadaf,Unknown,1046.0,Unknown,Sama Al Jadaf,Dubai International Airport,Al Jadaf Metro Station,Dubai Mall,Unknown,0,1249.17,1.0,1.0,0.0,2023.0,1.0,31.0,7613.25,1249.17
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,D06,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,67.0,1.0,1.0,0.0,2022.0,7.0,20.0,4701.49,67.0
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Burj Views Tower B,1451.0,BURJ VIEWS,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,126.53,1.0,1.0,0.0,2018.0,10.0,22.0,12494.18,126.53
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,M-07,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Studio,0,44.0,1.0,1.0,0.0,2012.0,9.0,19.0,4545.45,44.0
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,GLOBAL GOLF RESIDENCE 2,593.0,GLOBAL GOLF RESIDENCE 2,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,33.51,1.0,1.0,0.0,2010.0,6.0,14.0,14654.85,33.51
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,DEC TOWERS T1,1046.0,Unknown,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,2 B/R,1,138.5,1.0,1.0,0.0,2023.0,1.0,23.0,9747.29,138.5
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,X-02,1046.0,Unknown,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,67.0,1.0,1.0,0.0,2024.0,6.0,25.0,4477.61,67.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 5,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,3 B/R,1,166.98,2.0,1.0,0.0,2024.0,2.0,22.0,12875.79,166.98
Sell,1,Land,60.0,Unknown,Residential,1,Existing Properties,374,Um Al Sheif,Unknown,1046.0,Unknown,Unknown,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Unknown,0,1532.9,1.0,1.0,0.0,2021.0,12.0,14.0,7175.94,1532.9
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,U-10,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,69.0,1.0,1.0,0.0,2015.0,6.0,22.0,4782.61,69.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,UPPER CREST,300.0,UPPER CREST,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,76.92,1.0,1.0,0.0,2022.0,12.0,14.0,14300.57,76.92
Lease to Own Registration,4,Villa,60.0,Unknown,Other,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1046.0,Unknown,Meadows 4,Sports City Swimming Academy,Damac Properties,Marina Mall,Unknown,0,553.33,6.0,2.0,2.0,2020.0,1.0,16.0,5783.17,553.33
Delayed Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,351,Al Thanyah Third,Unknown,1062.0,The Lakes Zulal,Unknown,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3 B/R,0,346.11,1.0,1.0,0.0,2012.0,8.0,23.0,7311.61,346.11
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,409,Al Barshaa South Third,BURJ VIEW RESIDENCE,1691.0,BURJ VIEW RESIDENCE,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,43.1,1.0,1.0,0.0,2024.0,5.0,17.0,7913.25,43.1
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,GR PANORAMA,1315.0,PANORAMA,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,3 B/R,1,181.18,1.0,1.0,0.0,2015.0,3.0,18.0,10232.3,181.18
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,409,Al Barshaa South Third,AL MADAR SIRAJ TOWER,181.0,SIRAJ TOWER,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,13.0,2.0,1.0,0.0,2016.0,5.0,30.0,5160.23,30.606
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,350,Al Thanyah Fifth,MBL Signature,3780.0,MBL Signature,Jumeirah Islands,Burj Al Arab,Damac Properties,Marina Mall,Studio,1,52.98,1.0,1.0,0.0,2025.0,9.0,25.0,23836.94,52.98
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,OASIS TOWER ONE,501.0,OASIS TOWER ONE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,54.55,2.0,1.0,0.0,2025.0,1.0,16.0,8249.31,54.55
Sell,3,Unit,23.0,Shop,Commercial,1,Existing Properties,343,Al Warsan First,K-08,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,53.0,2.0,1.0,0.0,2009.0,2.0,16.0,6552.83,53.0
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1046.0,Unknown,Emirates Hills,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Unknown,0,1717.22,2.0,2.0,0.0,2015.0,6.0,22.0,7162.74,1717.22
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,350,Al Thanyah Fifth,MBL Signature,3780.0,MBL Signature,Jumeirah Islands,Burj Al Arab,Damac Properties,Marina Mall,1 B/R,1,75.38,1.0,1.0,0.0,2025.0,8.0,18.0,25257.75,75.38
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,368,Al Barsha First,API - Barsha Residential Tower,3417.0,API- Barsha Residential Tower,Unknown,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,2 B/R,1,135.3,1.0,1.0,0.0,2015.0,6.0,22.0,20542.36,135.3
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 5,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,3 B/R,1,184.58,2.0,2.0,4.0,2013.0,6.0,17.0,11377.18,184.58
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,Forte T2,1660.0,FORTE,DownTown Dubai,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,110.59,1.0,1.0,0.0,2016.0,4.0,26.0,25037.42,110.59
Sell,2,Building,60.0,Unknown,Commercial,1,Existing Properties,244,Al Murqabat,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,Unknown,0,1369.11,1.0,1.0,0.0,2015.0,6.0,22.0,54780.11,1369.11
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,GR PANORAMA,1315.0,PANORAMA,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,1 B/R,1,121.5,1.0,1.0,0.0,2015.0,3.0,16.0,8248.96,121.5
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,410,Palm Jumeirah,THE RESIDENCES NORTH,390.0,FAIRMONT PALM RESIDENCE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,PENTHOUSE,1,407.01,1.0,1.0,0.0,2012.0,8.0,30.0,16221.96,407.01
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,371,Al Safouh Second,Dubai Jewel Tower,1046.0,Unknown,Site A,Burj Al Arab,Dubai Internet City,Mall of the Emirates,3 B/R,1,58.35,1.0,2.0,0.0,2025.0,10.0,14.0,10282.78,58.35
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,U-20,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,71.0,1.0,1.0,0.0,2009.0,5.0,26.0,6021.13,71.0
Sell,2,Building,60.0,Unknown,Residential / Commercial,1,Existing Properties,269,Al Hamriya,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Al Fahidi Metro Station,Dubai Mall,Unknown,0,1220.19,1.0,1.0,0.0,2015.0,6.0,22.0,20488.61,1220.19
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Elite Residences 3,331.0,ELITE 3 SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,40.13,1.0,1.0,0.0,2016.0,10.0,17.0,13207.08,40.13
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 6,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,123.8,1.0,1.0,0.0,2008.0,12.0,23.0,3626.82,123.8
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,X-07,1046.0,Unknown,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,67.0,1.0,1.0,0.0,2015.0,11.0,30.0,7313.43,67.0
Sell,3,Unit,23.0,Shop,Commercial,1,Existing Properties,343,Al Warsan First,P-22,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,39.0,1.0,1.0,0.0,2021.0,4.0,27.0,7435.9,39.0
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,VENETIAN,323.0,CANAL RESIDENCE WEST (PHASE 1),Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,88.63,2.0,2.0,2.0,2015.0,6.0,22.0,7999.55,88.63
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,MISKA 3,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,81.29,1.0,1.0,0.0,2014.0,6.0,26.0,21527.86,81.29
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,Riviera Residence,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,2 B/R,1,60.95,1.0,2.0,0.0,2015.0,6.0,22.0,7290.81,60.95
Sell - Pre registration,3,Unit,101.0,Hotel Apartment,Hospitality ,0,Off-Plan Properties,390,Burj Khalifa,Address Residences Sky View,1338.0,THE ADDRESS RESIDENCE - SKY VIEW,DownTown Dubai,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,141.12,1.0,1.0,0.0,2015.0,6.0,22.0,26721.15,141.12
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,AL HASEER B7,1046.0,Unknown,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,147.44,1.0,1.0,0.0,2021.0,7.0,13.0,11706.46,147.44
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,Cricket Tower,1299.0,CRICKET TOWER,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,54.35,1.0,1.0,0.0,2016.0,10.0,31.0,6971.25,54.35
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1050.0,Emirates Living - Springs 11,Springs - 1,Sports City Swimming Academy,Damac Properties,Marina Mall,3 B/R,0,336.93,2.0,1.0,0.0,2012.0,9.0,27.0,8102.57,336.93
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Studio One ,1776.0,Studio One,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,Studio,1,33.18,1.0,1.0,0.0,2015.0,6.0,22.0,21549.13,33.18
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,AETERNITAS TOWER,2797.0,Aeternitas Tower,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,100.84,1.0,1.0,0.0,2015.0,6.0,22.0,22064.66,100.84
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,409,Al Barshaa South Third,Joya Blanca Residences,2219.0,Joya Blanca Residences ,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,38.0,1.0,1.0,0.0,2015.0,6.0,22.0,9330.32,38.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Delphine W3,1046.0,Unknown,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,2 B/R,1,123.65,1.0,2.0,0.0,2016.0,4.0,26.0,17589.97,123.65
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,CONTINENTAL TOWER,1380.0,Continental Tower,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,64.89,1.0,1.0,0.0,2015.0,6.0,22.0,19263.37,64.89
Sell,3,Unit,101.0,Hotel Apartment,Hospitality ,1,Existing Properties,330,Marsa Dubai,Jumeirah Gate Tower 2,1790.0,Jumeirah Gate,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,3 B/R,1,179.05,1.0,1.0,0.0,2015.0,6.0,22.0,37531.42,179.05
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,REEHAN 4,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,90.86,2.0,1.0,0.0,2015.0,7.0,22.0,22562.18,90.86
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,393,Al Barsha Second,Unknown,1046.0,Unknown,Unknown,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,Unknown,0,1393.55,4.0,1.0,0.0,2017.0,8.0,14.0,4664.35,1393.55
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,GOLDCREST VIEWS 2,150.0,GOLD CREST VIEWS2,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,2 B/R,1,83.04,1.0,1.0,0.0,2015.0,6.0,22.0,9370.42,83.04
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,ALGHAF 1,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,4 B/R,1,194.82,2.0,2.0,4.0,2008.0,7.0,30.0,7571.09,194.82
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,DAMAC HEIGHTS,430.0,DAMAC HEIGHTS,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,155.14,1.0,2.0,0.0,2015.0,6.0,22.0,22328.22,155.14
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,PRINCESS TOWER,221.0,PRINCESS TOWER,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,98.66,1.0,1.0,0.0,2024.0,7.0,24.0,16936.96,98.66
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,TNARO,1459.0,TANARO,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,1 B/R,1,69.31,1.0,1.0,0.0,2022.0,6.0,13.0,14427.93,69.31
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,THE SIGNATURE,413.0,THE SIGNATURE,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,129.56,1.0,2.0,0.0,2015.0,6.0,22.0,27290.83,129.56
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,City Center Residences,2359.0,City Center Residences,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,80.93,1.0,1.0,0.0,2022.0,6.0,29.0,28174.06,80.93
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Blvd Heights T1,1561.0,BLVD HEIGHTS,DownTown Dubai,Burj Khalifa,Business Bay Metro Station,Dubai Mall,1 B/R,1,82.82,1.0,1.0,0.0,2015.0,6.0,22.0,25427.29,82.82
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,EMERALD,1040.0,TIARA RESIDENCE,Palm Jumeirah,Burj Al Arab,Knowledge Village,Marina Mall,2 B/R,1,155.8,1.0,1.0,0.0,2011.0,3.0,29.0,14762.52,155.8
