procedure_name_en,property_type_id,property_type_en,property_sub_type_id,property_sub_type_en,property_usage_en,reg_type_id,reg_type_en,area_id,area_name_en,building_name_en,project_number,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,instance_year,instance_month,instance_day,meter_sale_price,procedure_area_clipped
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Bahar 1,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,111.3,1.0,1.0,0.0,2023.0,10.0,17.0,13611.86,111.3
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,350,Al Thanyah Fifth,GOLDCREST VIEWS 2,150.0,GOLD CREST VIEWS2,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Studio,1,36.55,1.0,2.0,0.0,2015.0,6.0,22.0,8153.21,36.55
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1035.0,Emirates Living - Springs 5,Springs - 4,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,0,286.23,1.0,2.0,0.0,2015.0,6.0,22.0,1718.51,286.23
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,ROVE HOME DUBAI MARINA,3393.0,ROVE HOME DUBAI MARINA,Dubai Marina,Burj Al Arab,Marina Mall Metro Station,Marina Mall,Studio,1,36.78,1.0,1.0,0.0,2015.0,6.0,22.0,42876.56,36.78
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,PRINCESS TOWER,221.0,PRINCESS TOWER,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,83.91,1.0,1.0,0.0,2015.0,6.0,22.0,83422.71,83.91
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Bahar 1,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,119.48,1.0,1.0,0.0,2014.0,4.0,28.0,9708.74,119.48
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,OCEAN HEIGHTS,431.0,OCEAN HEIGHTS,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,84.82,1.0,1.0,0.0,2015.0,6.0,22.0,19924.55,84.82
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,409,Al Barshaa South Third,2020 Marquis,2129.0,2020 Marquis,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2 B/R,1,119.11,1.0,1.0,0.0,2021.0,7.0,14.0,9127.28,119.11
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,Universal Apartment,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Studio,1,60.85,1.0,1.0,0.0,2013.0,2.0,26.0,5751.85,60.85
Sell,1,Land,60.0,Unknown,Residential,1,Existing Properties,264,Nad Al Hamar,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,1393.55,11.0,1.0,0.0,2003.0,3.0,31.0,430.56,1393.55
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,350,Al Thanyah Fifth,Unknown,1046.0,Unknown,Jumeirah Islands,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Unknown,0,988.12,1.0,2.0,0.0,2006.0,6.0,21.0,2125.25,988.12
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,U-09,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,69.0,1.0,1.0,0.0,2019.0,5.0,29.0,4710.14,69.0
Sell,2,Building,60.0,Unknown,Commercial,1,Existing Properties,376,Ras Al Khor Industrial First,Unknown,1046.0,Unknown,Unknown,Downtown Dubai,Creek Metro Station,Dubai Mall,Unknown,0,503.22,2.0,1.0,0.0,2023.0,12.0,27.0,3775.68,503.22
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,328,Al Jafliya,Unknown,1046.0,Unknown,Unknown,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,Unknown,0,34.73,1.0,2.0,0.0,2015.0,6.0,22.0,9746.59,34.73
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,YANSOON 7,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,136.94,1.0,2.0,0.0,2015.0,6.0,22.0,14239.81,136.94
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Spanish,1960.0,Canal Residence West 2,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,98.42,1.0,1.0,0.0,2021.0,3.0,31.0,4481.39,98.42
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,350,Al Thanyah Fifth,Unknown,1046.0,Unknown,Jumeirah Islands,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Unknown,0,817.58,2.0,1.0,0.0,2015.0,6.0,22.0,4751.83,817.58
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,DAMAC HEIGHTS,430.0,DAMAC HEIGHTS,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,3 B/R,1,132.24,1.0,1.0,0.0,2024.0,6.0,27.0,23253.18,132.24
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA VIEW TOWERS B,1046.0,Unknown,Dubai Marina,Burj Al Arab,Marina Mall Metro Station,Marina Mall,1 B/R,1,72.37,1.0,1.0,0.0,2023.0,9.0,21.0,15890.56,72.37
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Jumeirah Gate Tower 1,1790.0,Jumeirah Gate,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,3 B/R,1,173.52,1.0,2.0,0.0,2025.0,3.0,13.0,55325.03,173.52
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,255,Rega Al Buteen,EMAAR TOWER 1,1046.0,Unknown,Unknown,Dubai International Airport,Al Rigga Metro Station,Dubai Mall,1 B/R,1,85.75,1.0,1.0,0.0,2016.0,2.0,15.0,11953.35,85.75
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,REEHAN 1,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,140.93,1.0,1.0,0.0,2015.0,6.0,22.0,19158.45,140.93
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,EMIRATES CROWN TOWER,1046.0,Unknown,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,3 B/R,1,360.6,1.0,1.0,0.0,2009.0,12.0,21.0,7428.12,360.6
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,F-16,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,1.0,1.0,0.0,2009.0,1.0,14.0,4964.44,45.0
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,232,Mirdif,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,696.77,1.0,1.0,0.0,2004.0,11.0,22.0,1578.71,696.77
Sell,2,Building,60.0,Unknown,Residential / Commercial,1,Existing Properties,368,Al Barsha First,Unknown,1046.0,Unknown,Unknown,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,Unknown,0,170.71,1.0,2.0,0.0,2023.0,3.0,15.0,19826.7,170.71
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA ARCADE,948.0,MARINA ARCADE,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,3 B/R,1,229.06,1.0,2.0,0.0,2015.0,6.0,22.0,14843.27,229.06
Sell,1,Land,60.0,Unknown,Residential,1,Existing Properties,311,Muhaisanah Third,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Etisalat Metro Station,City Centre Mirdif,Unknown,0,1393.55,1.0,1.0,0.0,2008.0,1.0,29.0,2346.53,1393.55
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,G R TRAVO A,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,121.05,1.0,1.0,0.0,2015.0,6.0,22.0,9375.37,121.05
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1047.0,Emirates Living - Springs 10,Springs - 2,Sports City Swimming Academy,Damac Properties,Marina Mall,2 B/R,0,172.51,1.0,1.0,0.0,2019.0,3.0,28.0,6956.12,172.51
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1046.0,Unknown,Meadows 7,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Unknown,0,530.75,1.0,2.0,0.0,2015.0,6.0,22.0,2692.04,530.75
Lease to Own Registration,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1050.0,Emirates Living - Springs 11,Springs - 1,Sports City Swimming Academy,Damac Properties,Marina Mall,2 B/R,0,288.98,2.0,2.0,2.0,2007.0,5.0,30.0,1626.02,288.98
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,GR Una,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,118.73,2.0,2.0,2.0,2015.0,6.0,22.0,10779.82,118.73
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,GOLF TOWERS T1,1046.0,Unknown,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,2 B/R,1,117.89,1.0,2.0,0.0,2015.0,6.0,22.0,14420.22,117.89
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,409,Al Barshaa South Third,Floarea Grande,3494.0,Floarea  Grande,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2 B/R,1,121.86,1.0,1.0,0.0,2025.0,5.0,26.0,13156.08,121.86
Sell,3,Unit,23.0,Shop,Commercial,1,Existing Properties,343,Al Warsan First,O-03,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,53.0,1.0,1.0,0.0,2009.0,3.0,23.0,8622.64,53.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA DIAMOND - A,1046.0,Unknown,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,1 B/R,1,65.4,1.0,1.0,0.0,2012.0,9.0,25.0,9174.31,65.4
Sell,3,Unit,101.0,Hotel Apartment,Hospitality ,1,Existing Properties,330,Marsa Dubai,Jumeirah Gate Tower 2,1790.0,Jumeirah Gate,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,3 B/R,1,178.73,1.0,1.0,0.0,2023.0,2.0,27.0,60426.34,178.73
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,ROVE HOME DUBAI MARINA,3393.0,ROVE HOME DUBAI MARINA,Dubai Marina,Burj Al Arab,Marina Mall Metro Station,Marina Mall,Studio,1,36.78,1.0,1.0,0.0,2025.0,3.0,20.0,36160.96,36.78
Sell,3,Unit,42.0,Office,Commercial,1,Existing Properties,350,Al Thanyah Fifth,1 Lake Plaza,1046.0,Unknown,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,Office,1,74.69,1.0,1.0,0.0,2015.0,6.0,22.0,13388.67,74.69
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,CONCORDE TOWER 1,883.0,CONCORDE TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,62.75,2.0,2.0,4.0,2015.0,6.0,22.0,17529.88,62.75
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,The Matrix,99.0,THE MATRIX,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,111.91,1.0,1.0,0.0,2015.0,6.0,22.0,9382.54,111.91
Sell,1,Land,60.0,Unknown,Multi-Use,1,Existing Properties,334,Al Jadaf,Unknown,1046.0,Unknown,Sama Al Jadaf,Dubai International Airport,Creek Metro Station,Dubai Mall,Unknown,0,1068.57,1.0,1.0,0.0,2007.0,9.0,17.0,11775.73,1068.57
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,409,Al Barshaa South Third,AL MADAR SIRAJ TOWER,181.0,SIRAJ TOWER,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,27.47,2.0,1.0,0.0,2016.0,5.0,26.0,5044.99,30.606
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,DUBAI ARCH TOWER,547.0,DUBAI ARCH TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,Studio,1,39.6,2.0,1.0,0.0,2015.0,6.0,22.0,18055.56,39.6
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,410,Palm Jumeirah,Unknown,1046.0,Unknown,Palm Jumeirah,Burj Al Arab,Al Sufouh,Marina Mall,Unknown,0,621.78,1.0,2.0,0.0,2015.0,6.0,22.0,4503.2,621.78
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,AL Murjan,1046.0,Unknown,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,140.28,1.0,1.0,0.0,2015.0,6.0,22.0,7734.53,140.28
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,ALNAKHEEL 3,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,3 B/R,0,153.25,2.0,2.0,2.0,2015.0,6.0,22.0,4546.82,153.25
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,Giovanni Boutique Suites,531.0,GIOVANNI BOUTIQUE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,0,41.61,1.0,1.0,0.0,2014.0,10.0,27.0,11506.85,41.61
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,AL HASEER B7,1046.0,Unknown,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,144.0,2.0,1.0,0.0,2015.0,6.0,22.0,14756.94,144.0
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,435,Al Hebiah Fourth,Unknown,1493.0,BLOOMINGDALE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Unknown,0,287.26,1.0,1.0,0.0,2012.0,4.0,30.0,1007.63,287.26
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,VENETIAN,323.0,CANAL RESIDENCE WEST (PHASE 1),Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,88.56,2.0,0.0,0.0,2015.0,6.0,22.0,8411.25,88.56
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,ZANZEBEEL 1,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,82.5,1.0,1.0,0.0,2015.0,6.0,22.0,16885.1,82.5
Sell,3,Unit,23.0,Shop,Commercial,1,Existing Properties,343,Al Warsan First,N-12,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,43.0,1.0,1.0,0.0,2022.0,1.0,31.0,7563.95,43.0
Sell,3,Unit,68.0,Store,Storage,1,Existing Properties,330,Marsa Dubai,AL SEEF 1,42.0,ALSEEF I,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,Store,0,30.88,1.0,1.0,0.0,2011.0,11.0,29.0,2724.97,30.88
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,526,Business Bay,LOFTS T WEST,1046.0,Unknown,DownTown Dubai,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,120.5,1.0,2.0,0.0,2015.0,6.0,22.0,21683.72,120.5
Sell,2,Building,60.0,Unknown,Residential,1,Existing Properties,239,Al Baraha,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Palm Deira Metro Stations,Dubai Mall,Unknown,0,23.89,1.0,7.0,0.0,2001.0,2.0,26.0,5381.12,30.606
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,VOLTA TOWER,2782.0,VOLTA TOWER,Unknown,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,0,63.61,1.0,1.0,0.0,2015.0,6.0,22.0,32730.7,63.61
Lease to Own Registration,4,Villa,60.0,Unknown,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1036.0,Emirates Living - Springs 6,Springs - 4,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Unknown,0,573.77,2.0,2.0,2.0,2015.0,6.0,22.0,2783.0,573.77
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,304,Um Suqaim Second,Unknown,1046.0,Unknown,Unknown,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Unknown,0,1393.55,1.0,2.0,0.0,2005.0,3.0,16.0,2475.69,1393.55
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,AL SEEF 1,42.0,ALSEEF I,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,3 B/R,1,330.15,1.0,1.0,0.0,2021.0,9.0,16.0,9086.78,330.15
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,OCEAN HEIGHTS,431.0,OCEAN HEIGHTS,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,2 B/R,1,140.38,1.0,2.0,0.0,2015.0,6.0,22.0,12109.99,140.38
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,LAKE TERRACE,438.0,LAKE TERRACE,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Studio,0,45.43,1.0,1.0,0.0,2022.0,8.0,23.0,12106.54,45.43
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,AL ALKA 1,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,115.99,4.0,2.0,2.0,2025.0,3.0,14.0,17242.87,115.99
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,DUBAI ARCH TOWER,547.0,DUBAI ARCH TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,3 B/R,1,201.83,1.0,1.0,0.0,2009.0,7.0,28.0,11848.59,201.83
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,414,Al Barshaa South Second,BELLA ROSE,2099.0,BELLA ROSE,Dubai Science Park,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Studio,1,38.73,1.0,1.0,0.0,2025.0,8.0,14.0,14459.08,38.73
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,409,Al Barshaa South Third,SUNRISE LEGEND,2173.0,SUNRISE LEGEND,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,75.18,1.0,1.0,0.0,2025.0,6.0,23.0,12636.34,75.18
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA TERRACE,1046.0,Unknown,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,3 B/R,1,180.14,1.0,1.0,0.0,2024.0,3.0,19.0,15127.12,180.14
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,Fairway Residences By Prescott,3086.0,Fairway Residences By Prescott,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,39.85,1.0,1.0,0.0,2015.0,6.0,22.0,15558.34,39.85
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,AL Murjan,1046.0,Unknown,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,1 B/R,1,108.7,1.0,1.0,0.0,2015.0,6.0,22.0,10579.58,108.7
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,351,Al Thanyah Third,Unknown,1046.0,Unknown,Lakes - Maeen,Burj Al Arab,Nakheel Metro Station,Marina Mall,3 B/R,0,185.81,1.0,1.0,0.0,2012.0,8.0,27.0,19471.5,185.81
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,PRINCESS TOWER,221.0,PRINCESS TOWER,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,2 B/R,1,122.07,1.0,1.0,0.0,2013.0,1.0,21.0,9709.81,122.07
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,LAKE TERRACE,438.0,LAKE TERRACE,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,0,70.24,1.0,1.0,0.0,2015.0,6.0,22.0,10250.57,70.24
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,PRINCESS TOWER,221.0,PRINCESS TOWER,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,81.88,1.0,1.0,0.0,2009.0,12.0,30.0,10652.02,81.88
Lease to Own Registration,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1045.0,Emirates Living - Springs 8,Springs - 3,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3 B/R,0,357.0,2.0,2.0,2.0,2023.0,10.0,27.0,14145.66,357.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,THE RESIDENCES NORTH,390.0,FAIRMONT PALM RESIDENCE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,3 B/R,1,482.54,1.0,1.0,0.0,2015.0,6.0,22.0,13470.39,482.54
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA DIAMOND 4,1046.0,Unknown,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,PENTHOUSE,1,72.56,1.0,1.0,0.0,2015.0,6.0,22.0,15848.95,72.56
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,LAKE TERRACE,438.0,LAKE TERRACE,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,69.33,1.0,1.0,0.0,2015.0,6.0,22.0,9086.98,69.33
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,414,Al Barshaa South Second,BELLA ROSE,2099.0,BELLA ROSE,Dubai Science Park,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2 B/R,1,106.31,1.0,2.0,0.0,2025.0,6.0,18.0,14109.68,106.31
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,GOLF TOWERS T3,1046.0,Unknown,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,1 B/R,1,80.18,1.0,2.0,0.0,2015.0,6.0,22.0,7930.76,80.18
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Bahar 6,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,70.72,1.0,1.0,0.0,2013.0,12.0,16.0,25806.0,70.72
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,BERMUDA VIEWS,616.0,BERMUDA VIEWS,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,49.4,1.0,1.0,0.0,2025.0,6.0,13.0,8097.17,49.4
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,X-15,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,68.0,1.0,1.0,0.0,2010.0,5.0,17.0,5102.94,68.0
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,358,Al Twar First,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Al Nahda Metro Station,City Centre Mirdif,Unknown,0,929.03,1.0,1.0,0.0,2003.0,10.0,21.0,968.75,929.03
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,OASIS TOWER ONE,501.0,OASIS TOWER ONE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,82.78,1.0,1.0,0.0,2015.0,6.0,22.0,9653.21,82.78
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,Forte T2,1660.0,FORTE,DownTown Dubai,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,110.59,1.0,2.0,0.0,2015.0,6.0,22.0,25091.67,110.59
Sell,2,Building,60.0,Unknown,Residential,1,Existing Properties,239,Al Baraha,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,Unknown,0,243.96,1.0,1.0,0.0,2015.0,6.0,22.0,49188.39,243.96
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,SHEMARA W2,1046.0,Unknown,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,2 B/R,1,130.99,1.0,1.0,0.0,2011.0,11.0,15.0,11618.35,130.99
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA VIEW TOWER A,1046.0,Unknown,Dubai Marina,Burj Al Arab,Marina Mall Metro Station,Marina Mall,Studio,1,38.89,1.0,1.0,0.0,2015.0,5.0,21.0,10799.69,38.89
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,CLAREN TOWER 1,1275.0,CLAREN 1,DownTown Dubai,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,48.4,1.0,1.0,0.0,2013.0,2.0,14.0,15495.87,48.4
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,Jumeirah Living Marina Gate,1743.0,JUMEIRAH LIVING MARINA GATE ,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,1 B/R,1,90.73,1.0,1.0,0.0,2019.0,6.0,20.0,24468.2,90.73
