procedure_name_en,property_type_id,property_type_en,property_sub_type_id,property_sub_type_en,property_usage_en,reg_type_id,reg_type_en,area_id,area_name_en,building_name_en,project_number,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,instance_year,instance_month,instance_day,meter_sale_price,procedure_area_clipped
Sell,3,Unit,23.0,Shop,Commercial,1,Existing Properties,350,Al Thanyah Fifth,1 Lake Plaza,1046.0,Unknown,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,Shop,1,82.78,1.0,2.0,0.0,2015.0,6.0,22.0,17757.91,82.78
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,ARMADA  3,1260.0,ARMADA TOWERS,Jumeirah Lakes Towers,Burj Al Arab,Marina Mall Metro Station,Marina Mall,Studio,1,44.64,1.0,1.0,0.0,2015.0,6.0,22.0,6458.6,44.64
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,311,Muhaisanah Third,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Al Qusais Metro Station,City Centre Mirdif,Unknown,0,2974.85,1.0,5.0,0.0,2003.0,9.0,15.0,386.57,2189.4440000000054
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,230,Abu Hail,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Abu Baker Al Siddique Metro Station,Unknown,Unknown,0,334.45,1.0,1.0,0.0,1998.0,7.0,20.0,1793.99,334.45
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 4,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2 B/R,1,134.5,1.0,1.0,0.0,2008.0,10.0,20.0,4453.53,134.5
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,AL HASEER B7,1046.0,Unknown,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,3 B/R,1,199.93,2.0,1.0,0.0,2025.0,9.0,15.0,27016.58,199.93
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,232,Mirdif,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Etisalat Metro Station,City Centre Mirdif,Unknown,0,181.73,2.0,1.0,0.0,2009.0,12.0,24.0,5502.67,181.73
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Al NOUJOUM TOWER,567.0,BURJ AL NUJOOM,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,75.31,1.0,1.0,0.0,2013.0,7.0,25.0,10712.77,75.31
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1051.0,Emirates Living - Springs 12,Springs - 2,Sports City Swimming Academy,Damac Properties,Marina Mall,3 B/R,0,463.63,1.0,2.0,0.0,2013.0,12.0,16.0,7700.11,463.63
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,DAMAC HEIGHTS,430.0,DAMAC HEIGHTS,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,1 B/R,1,89.85,1.0,1.0,0.0,2023.0,3.0,16.0,22148.02,89.85
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,CAYAN TOWER,130.0,CAYAN TOWER,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,PENTHOUSE,1,491.84,1.0,1.0,0.0,2024.0,1.0,31.0,18908.59,491.84
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,AETERNITAS TOWER,2797.0,Aeternitas Tower,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,4 B/R,1,273.21,1.0,1.0,0.0,2025.0,10.0,16.0,29492.88,273.21
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,GREEN LAKES S3,1046.0,Unknown,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,1 B/R,1,92.03,1.0,1.0,0.0,2025.0,10.0,16.0,11613.25,92.03
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,Aba Lux Living,2939.0,Aba Lux Living,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,168.83,1.0,2.0,0.0,2024.0,12.0,25.0,20419.07,168.83
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1047.0,Emirates Living - Springs 10,Springs - 2,Sports City Swimming Academy,Damac Properties,Marina Mall,2 B/R,0,172.48,1.0,1.0,0.0,2015.0,6.0,22.0,8696.66,172.48
Sell,1,Land,60.0,Unknown,Residential / Commercial,1,Existing Properties,267,Al Raffa,Unknown,1046.0,Unknown,Unknown,Burj Khalifa,Al Fahidi Metro Station,Dubai Mall,Unknown,0,269.33,2.0,1.0,0.0,2006.0,12.0,14.0,11138.75,269.33
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Amwaj 4,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,PENTHOUSE,1,189.49,1.0,1.0,0.0,2011.0,11.0,14.0,9077.0,189.49
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,EUROPEAN,323.0,CANAL RESIDENCE WEST (PHASE 1),Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,78.69,1.0,2.0,0.0,2025.0,2.0,14.0,8768.59,78.69
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,DEC TOWERS T2,1046.0,Unknown,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,Studio,1,48.1,2.0,1.0,0.0,2022.0,9.0,26.0,5405.41,48.1
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,LINKS EAST T2,1046.0,Unknown,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,1 B/R,1,92.16,1.0,1.0,0.0,2009.0,7.0,27.0,7984.9,92.16
Sell,1,Land,60.0,Unknown,Residential,1,Existing Properties,335,Nad Al Shiba First,Unknown,1046.0,Unknown,Unknown,Downtown Dubai,Creek Metro Station,Dubai Mall,Unknown,0,3697.54,1.0,1.0,0.0,2015.0,6.0,22.0,1614.59,2189.4440000000054
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 6,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,124.2,1.0,2.0,0.0,2015.0,6.0,22.0,9178.74,124.2
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,311,Muhaisanah Third,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Al Qusais Metro Station,City Centre Mirdif,Unknown,0,826.84,1.0,1.0,0.0,2012.0,2.0,21.0,1814.14,826.84
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Marina Quay West,1456.0,MARINA QUAYS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,72.0,2.0,2.0,2.0,2015.0,6.0,22.0,10081.78,72.0
Sell,3,Unit,23.0,Shop,Commercial,1,Existing Properties,343,Al Warsan First,X-02,1046.0,Unknown,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,38.0,1.0,1.0,0.0,2011.0,11.0,14.0,6052.63,38.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Jumeirah Living Marina Gate,1743.0,JUMEIRAH LIVING MARINA GATE ,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,132.51,1.0,1.0,0.0,2021.0,6.0,30.0,20446.33,132.51
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,Giovanni Boutique Suites,531.0,GIOVANNI BOUTIQUE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,0,42.18,1.0,1.0,0.0,2015.0,6.0,22.0,18820.08,42.18
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,MARINA ARCADE,948.0,MARINA ARCADE,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,2 B/R,1,110.79,1.0,1.0,0.0,2016.0,4.0,25.0,14050.38,110.79
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,AL GHOZLAN 4,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,1 B/R,1,70.14,1.0,1.0,0.0,2015.0,6.0,22.0,15326.49,70.14
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,CAYAN TOWER,130.0,CAYAN TOWER,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,116.56,1.0,1.0,0.0,2015.0,6.0,22.0,17072.75,116.56
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Forte T2,1660.0,FORTE,DownTown Dubai,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,64.2,1.0,1.0,0.0,2023.0,11.0,15.0,26479.75,64.2
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1046.0,Unknown,Meadows 2,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,Unknown,0,540.05,1.0,1.0,0.0,2015.0,6.0,22.0,2640.13,540.05
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Royale Residence 2,479.0,ROYALE RESIDENCE2,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,38.45,1.0,1.0,0.0,2015.0,6.0,22.0,9882.96,38.45
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,ZENITH TOWER,919.0,ZENITH TOWER A1,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,109.81,1.0,1.0,0.0,2014.0,4.0,21.0,10683.45,109.81
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,OLYMPIC PARK 2,1140.0,OLYMPIC PARK 2,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,146.74,1.0,1.0,0.0,2015.0,5.0,21.0,7217.44,146.74
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,TRIDENT GRAND RESIDENCE,208.0,TRIDENT GRAND,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2 B/R,1,164.17,1.0,1.0,0.0,2015.0,6.0,22.0,13016.99,164.17
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,ZENITH TOWER,919.0,ZENITH TOWER A1,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,76.83,1.0,1.0,0.0,2015.0,6.0,22.0,12676.21,76.83
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,351,Al Thanyah Third,Unknown,1062.0,The Lakes Zulal,Unknown,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3 B/R,0,325.49,2.0,2.0,0.0,2015.0,6.0,22.0,7834.34,325.49
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,351,Al Thanyah Third,Unknown,1062.0,The Lakes Zulal,Unknown,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3 B/R,0,375.79,1.0,1.0,0.0,2008.0,10.0,13.0,12506.99,375.79
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1046.0,Unknown,Meadows 8,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Unknown,0,1165.38,1.0,1.0,0.0,2008.0,4.0,15.0,2199.97,1165.38
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,Universal Apartment,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,2 B/R,1,101.45,1.0,2.0,0.0,2015.0,6.0,22.0,5421.39,101.45
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,AL GHOZLAN 3,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,104.67,1.0,1.0,0.0,2012.0,9.0,20.0,14330.75,104.67
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA VIEW TOWER A,1046.0,Unknown,Dubai Marina,Burj Al Arab,Marina Mall Metro Station,Marina Mall,Studio,1,37.35,1.0,2.0,0.0,2015.0,6.0,22.0,8321.5,37.35
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,313,Al Saffa First,Unknown,1046.0,Unknown,Unknown,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,Unknown,0,1374.96,1.0,1.0,0.0,2005.0,4.0,26.0,2723.28,1374.96
Delayed Sell,3,Unit,42.0,Office,Commercial,1,Existing Properties,330,Marsa Dubai,Marina Plaza,1312.0,DM MARINA PLAZA,Dubai Marina,Burj Al Arab,Marina Mall Metro Station,Marina Mall,Office,1,367.34,1.0,1.0,0.0,2015.0,6.0,22.0,21778.19,367.34
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,Blvd Heights T2,1561.0,BLVD HEIGHTS,DownTown Dubai,Burj Khalifa,Business Bay Metro Station,Dubai Mall,2 B/R,1,147.99,1.0,2.0,0.0,2015.0,4.0,20.0,20439.81,147.99
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,U-14,1046.0,Unknown,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,1.0,1.0,0.0,2015.0,6.0,22.0,5888.89,45.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 8,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,4 B/R,1,261.49,1.0,1.0,0.0,2015.0,6.0,22.0,3629.2,261.49
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,G R TRAVO A,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,123.19,1.0,1.0,0.0,2011.0,10.0,27.0,8717.33,123.19
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,GOLF TOWERS T3,1046.0,Unknown,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,2 B/R,1,121.24,1.0,1.0,0.0,2014.0,4.0,24.0,19795.45,121.24
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Forte T2,1660.0,FORTE,DownTown Dubai,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,116.04,1.0,1.0,0.0,2025.0,11.0,20.0,28438.47,116.04
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,YACHT BAY,1046.0,Unknown,Dubai Marina,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,2 B/R,1,108.51,2.0,2.0,2.0,2010.0,8.0,30.0,11058.89,108.51
Sell,3,Unit,42.0,Office,Commercial,1,Existing Properties,341,Trade Center First,LATIFA TOWER,614.0,LATIFA TOWER,Unknown,Burj Khalifa,Emirates Towers Metro Station,Dubai Mall,Office,1,98.8,1.0,2.0,0.0,2015.0,6.0,22.0,15607.61,98.8
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,J-06,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,66.5,2.0,2.0,2.0,2021.0,2.0,18.0,4135.34,66.5
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA TERRACE,1046.0,Unknown,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,3 B/R,1,169.18,1.0,1.0,0.0,2015.0,6.0,22.0,6206.41,169.18
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,AL GHOZLAN 4,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,1 B/R,1,76.18,1.0,1.0,0.0,2008.0,10.0,23.0,11072.95,76.18
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,KAMOON 4,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,133.04,1.0,1.0,0.0,2013.0,10.0,28.0,21422.13,133.04
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,OASIS TOWER ONE,501.0,OASIS TOWER ONE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,115.57,1.0,2.0,0.0,2015.0,8.0,20.0,9310.61,115.57
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1051.0,Emirates Living - Springs 12,Springs - 2,Sports City Swimming Academy,Damac Properties,Marina Mall,3 B/R,0,354.9,1.0,2.0,0.0,2011.0,9.0,20.0,5649.48,354.9
Sell,3,Unit,68.0,Store,Storage,1,Existing Properties,330,Marsa Dubai,EMIRATES CROWN  R,1046.0,Unknown,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,Store,0,2.61,1.0,1.0,0.0,2010.0,6.0,24.0,6455.17,30.606
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1051.0,Emirates Living - Springs 12,Springs - 2,Sports City Swimming Academy,Damac Properties,Marina Mall,3 B/R,0,344.16,2.0,1.0,0.0,2008.0,7.0,21.0,9298.0,344.16
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,410,Palm Jumeirah,THE RESIDENCES NORTH,390.0,FAIRMONT PALM RESIDENCE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,169.08,1.0,1.0,0.0,2015.0,6.0,22.0,16855.93,169.08
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,ELITE 10 SPORTS RESIDENCE - 2,1607.0,ELITE 10 SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,71.11,1.0,1.0,0.0,2018.0,6.0,20.0,11953.31,71.11
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,THE RESIDENCES NORTH,390.0,FAIRMONT PALM RESIDENCE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,3 B/R,1,280.91,1.0,1.0,0.0,2016.0,9.0,27.0,15399.95,280.91
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,232,Mirdif,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,929.03,1.0,2.0,0.0,2017.0,5.0,15.0,4843.76,929.03
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,AL Murjan,1046.0,Unknown,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,145.86,1.0,1.0,0.0,2009.0,6.0,23.0,12957.63,145.86
Sell,3,Unit,23.0,Shop,Commercial,1,Existing Properties,343,Al Warsan First,I-10,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,59.0,1.0,1.0,0.0,2025.0,1.0,24.0,11186.44,59.0
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,351,Al Thanyah Third,Unknown,1062.0,The Lakes Zulal,Unknown,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3 B/R,0,218.22,1.0,2.0,0.0,2025.0,6.0,16.0,25662.18,218.22
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,City Center Residences,2359.0,City Center Residences,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,65.99,1.0,1.0,0.0,2022.0,6.0,13.0,23580.44,65.99
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,AETERNITAS TOWER,2797.0,Aeternitas Tower,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,4 B/R,1,274.63,1.0,1.0,0.0,2025.0,7.0,15.0,34967.05,274.63
Sell - Pre registration,3,Unit,101.0,Hotel Apartment,Hospitality ,0,Off-Plan Properties,390,Burj Khalifa,Address Residences Sky View,1338.0,THE ADDRESS RESIDENCE - SKY VIEW,DownTown Dubai,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,157.87,1.0,1.0,0.0,2015.0,6.0,22.0,26445.1,157.87
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Avant,1450.0,MARINASCAPE,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,3 B/R,1,201.41,1.0,2.0,0.0,2013.0,4.0,22.0,9934.96,201.41
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Al NOUJOUM TOWER,567.0,BURJ AL NUJOOM,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,42.35,2.0,1.0,0.0,2013.0,10.0,31.0,20661.16,42.35
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA DIAMOND 5 (A),1046.0,Unknown,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,1 B/R,1,65.62,1.0,1.0,0.0,2023.0,3.0,22.0,12877.17,65.62
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,Sportz By Danube - 1,2845.0,Sportz By Danube ,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,78.7,1.0,1.0,0.0,2024.0,8.0,14.0,15438.37,78.7
Sell,3,Unit,23.0,Shop,Commercial,1,Existing Properties,343,Al Warsan First,Y-09,1046.0,Unknown,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,38.0,3.0,1.0,0.0,2008.0,11.0,20.0,10763.16,38.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,ZANZEBEEL 2,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,220.87,1.0,1.0,0.0,2023.0,10.0,27.0,10413.37,220.87
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,AMAL TOWER,591.0,AMAL TOWER,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,75.04,1.0,1.0,0.0,2025.0,5.0,13.0,11194.42,75.04
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,EMERALD,1040.0,TIARA RESIDENCE,Palm Jumeirah,Burj Al Arab,Knowledge Village,Marina Mall,1 B/R,1,120.4,1.0,1.0,0.0,2013.0,8.0,26.0,14534.88,120.4
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,GOLF TOWERS T3,1046.0,Unknown,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,1 B/R,1,80.18,1.0,1.0,0.0,2013.0,5.0,27.0,16213.52,80.18
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 8,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,3 B/R,1,176.79,1.0,1.0,0.0,2008.0,3.0,27.0,12116.07,176.79
Sell,3,Unit,23.0,Shop,Commercial,1,Existing Properties,371,Al Safouh Second,Dubai Jewel Tower,1046.0,Unknown,Site A,Burj Al Arab,Dubai Internet City,Mall of the Emirates,Unknown,1,82.18,1.0,2.0,0.0,2025.0,10.0,14.0,8974.2,82.18
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,Blvd Heights T1,1561.0,BLVD HEIGHTS,DownTown Dubai,Burj Khalifa,Business Bay Metro Station,Dubai Mall,2 B/R,1,154.86,1.0,2.0,0.0,2015.0,6.0,22.0,20224.0,154.86
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,EAGLE HEIGHTS,712.0,EAGLE HEIGHTS,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,38.42,1.0,1.0,0.0,2021.0,2.0,17.0,6767.31,38.42
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,OCEAN HEIGHTS,431.0,OCEAN HEIGHTS,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,94.95,1.0,2.0,0.0,2012.0,1.0,19.0,40179.04,94.95
Sell,1,Land,60.0,Unknown,Residential,1,Existing Properties,393,Al Barsha Second,Unknown,1046.0,Unknown,Unknown,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,Unknown,0,1393.55,1.0,1.0,0.0,2015.0,6.0,22.0,3767.36,1393.55
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,ELITE RESIDENCES 2,333.0,ELITE II SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Dubai Internet City,Marina Mall,Studio,1,46.5,1.0,1.0,0.0,2009.0,7.0,17.0,10139.78,46.5
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,PRINCESS TOWER,221.0,PRINCESS TOWER,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,80.11,2.0,2.0,2.0,2012.0,11.0,13.0,11903.59,80.11
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,BERMUDA VIEWS,616.0,BERMUDA VIEWS,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,62.93,1.0,2.0,0.0,2025.0,1.0,28.0,9534.4,62.93
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,DIAMOND,1040.0,TIARA RESIDENCE,Palm Jumeirah,Burj Al Arab,Knowledge Village,Marina Mall,3 B/R,1,222.22,1.0,2.0,0.0,2011.0,10.0,27.0,20700.21,222.22
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,REEHAN 8,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,81.57,2.0,2.0,0.0,2016.0,1.0,25.0,19002.08,81.57
