transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,source_dataset,actual_worth_was_missing,procedure_area_was_missing,meter_sale_price_was_missing,rent_value_was_missing,meter_rent_price_was_missing,instance_year,instance_month,instance_day
1-11-2023-2538,11,1,مبايعات,Sales,بيع,Sell,2023-01-27,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,أربع غرف,4 B/R,0,420.27,4060000,9660.46,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2023.0,1.0,27.0
2-13-2023-13534,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,ثلاث غرف,3 B/R,0,295.62,2898088,9803.42,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-13-2008-100991,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2008-11-25,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,253.3,1500000,5921.83,1259412.0,8456.15,2.0,1.0,0.0,transactions,0,0,0,1,1,2008.0,11.0,25.0
1-11-2008-100782,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,256.79,3400000,13240.39,1259412.0,8456.15,2.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2008-100357,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,257.34,661888,2572.04,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-13-2008-100798,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2008-10-13,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفتين,2 B/R,0,253.82,1277500,5033.09,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2008.0,10.0,13.0
1-11-2008-100664,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,385.16,978888,2541.51,1259412.0,8456.15,1.0,2.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2020-8610,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,0,260.42,1180000,4531.14,1259412.0,8456.15,1.0,2.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-110-2007-100889,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,2007-11-27,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,0,260.42,522888,2007.86,1259412.0,8456.15,2.0,2.0,2.0,transactions,0,0,0,1,1,2007.0,11.0,27.0
2-13-2008-100799,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2008-10-13,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,0,254.91,1277500,5011.57,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2008.0,10.0,13.0
2-13-2007-100098,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,0,172.53,1100000,6375.7,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2022-13848,11,1,مبايعات,Sales,بيع,Sell,2022-06-17,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,0,243.7,2050000,8411.98,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2022.0,6.0,17.0
1-11-2010-2412,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,0,169.86,1200000,7064.64,1259412.0,8456.15,1.0,2.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-13-2008-100227,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,0,169.87,250000,1471.71,1259412.0,8456.15,2.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-13-2020-4679,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,0,172.5,754204,4372.2,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2007-100402,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,357.48,952888,2665.57,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
3-9-2023-6613,9,3,هبات,Gifts,هبه,Grant,2023-12-25,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,252.27,2196805,8708.15,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2023.0,12.0,25.0
1-11-2007-2024,11,1,مبايعات,Sales,بيع,Sell,2007-07-23,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,Unknown,Unknown,1046.0,Unknown,Unknown,Jumeirah Islands,جزر جميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,Unknown,Unknown,0,986.83,2400000,2432.03,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2007.0,7.0,23.0
1-11-2014-12225,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,254.27,3625000,14256.5,1259412.0,8456.15,2.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2008-101505,11,1,مبايعات,Sales,بيع,Sell,2008-07-30,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفتين,2 B/R,0,310.76,608888,1959.35,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2008.0,7.0,30.0
1-110-2008-100050,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,2008-01-15,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفتين,2 B/R,0,165.13,1900000,11506.09,1259412.0,8456.15,2.0,2.0,2.0,transactions,0,0,0,1,1,2008.0,1.0,15.0
1-11-2011-13816,11,1,مبايعات,Sales,بيع,Sell,2011-08-25,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,345.29,2115000,6125.29,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2011.0,8.0,25.0
2-13-2022-12494,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2022-08-17,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,254.89,2425000,9513.91,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2022.0,8.0,17.0
1-11-2025-6974,11,1,مبايعات,Sales,بيع,Sell,2025-02-19,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,254.89,5000000,19616.31,1259412.0,8456.15,1.0,2.0,0.0,transactions,0,0,0,1,1,2025.0,2.0,19.0
1-11-2013-36511,11,1,مبايعات,Sales,بيع,Sell,2013-11-20,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفتين,2 B/R,0,241.25,2300000,9533.68,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2013.0,11.0,20.0
1-11-2009-100530,11,1,مبايعات,Sales,بيع,Sell,2009-06-15,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفتين,2 B/R,0,278.71,1860000,6673.6,1259412.0,8456.15,1.0,2.0,0.0,transactions,0,0,0,1,1,2009.0,6.0,15.0
1-11-2013-7443,11,1,مبايعات,Sales,بيع,Sell,2013-03-13,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,255.43,811888,3178.51,1259412.0,8456.15,1.0,2.0,0.0,transactions,0,0,0,1,1,2013.0,3.0,13.0
2-13-2024-17297,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفتين,2 B/R,0,241.26,2904400,12038.46,1259412.0,8456.15,2.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2020-7739,11,1,مبايعات,Sales,بيع,Sell,2020-09-17,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,336.0,1850000,5505.95,1259412.0,8456.15,2.0,1.0,0.0,transactions,0,0,0,1,1,2020.0,9.0,17.0
1-11-2009-100014,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,313.44,3000000,9571.21,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-13-2015-4363,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2015-06-16,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفتين,2 B/R,0,241.27,1475000,6113.48,1259412.0,8456.15,2.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,16.0
1-110-2008-100042,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,2008-01-14,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفتين,2 B/R,0,246.66,733888,2975.3,1259412.0,8456.15,2.0,2.0,2.0,transactions,0,0,0,1,1,2008.0,1.0,14.0
2-13-2024-17065,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,254.51,3418500,13431.69,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2008-101116,11,1,مبايعات,Sales,بيع,Sell,2008-06-19,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,255.02,737888,2893.45,1259412.0,8456.15,1.0,2.0,0.0,transactions,0,0,0,1,1,2008.0,6.0,19.0
1-11-2022-7340,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1032.0,روعة الإمارات ? الينابيع 2,Emirates Living - Springs 2,Springs - 7,الينابيع - 7 ايه وبي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفتين,2 B/R,0,172.51,1800000,10434.18,1259412.0,8456.15,2.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-13-2007-235,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2007-02-19,2,مبنى,Building,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,361,محيصنه الرابعه,Muhaisanah Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو القصيص,Al Qusais Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1896.06,30000000,15822.28,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2007.0,2.0,19.0
2-13-2007-239,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2007-02-19,2,مبنى,Building,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,361,محيصنه الرابعه,Muhaisanah Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو القصيص,Al Qusais Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1932.38,30000000,15524.9,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2007.0,2.0,19.0
2-13-2008-252,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2008-02-18,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,299,الورقاء الرابعه,Al Warqa Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1118.37,700000,625.91,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2008.0,2.0,18.0
2-13-2009-1095,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2009-06-25,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,415,البرشاء جنوب الاولى,Al Barshaa South First,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,موتور سيتي,Motor City,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,Unknown,Unknown,0,1114.84,750000,672.74,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2009.0,6.0,25.0
3-9-2014-457,9,3,هبات,Gifts,هبه,Grant,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,Unknown,Unknown,1046.0,Unknown,Unknown,Jumeirah Islands,جزر جميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,Unknown,Unknown,0,988.18,11000000,11131.58,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-13-2018-7664,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,1,أرض,Land,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,340,غدير الطير,Ghadeer Al tair,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,1062.81,750000,705.68,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2007-636,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Meadows 1,السهول 1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,Unknown,Unknown,0,539.95,1574888,2916.73,1259412.0,8456.15,1.0,2.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
